0 0
1000 0.079698
2000 0.131328
3000 0.19293
4000 0.232097
5000 0.31908
6000 0.358125
7000 0.397257
8000 0.436259
9000 0.565598
10000 0.604796
11000 0.643939
12000 0.683081
13000 0.723775
14000 0.767442
15000 0.806673
16000 0.845973
17000 1.08081
18000 1.12137
19000 1.16041
20000 1.19952
21000 1.24083
22000 1.27995
23000 1.31911
24000 1.35831
25000 1.39746
26000 1.43826
27000 1.47754
28000 1.51683
29000 1.55598
30000 1.5971
31000 1.63627
32000 1.67559
33000 2.09588
34000 2.13524
35000 2.17463
36000 2.21386
37000 2.2549
38000 2.2942
39000 2.3334
40000 2.3726
41000 2.41756
42000 2.45661
43000 2.49582
44000 2.53515
45000 2.57437
46000 2.61562
47000 2.65491
48000 2.69459
49000 2.73389
50000 2.77452
51000 2.81373
52000 2.85305
53000 2.89224
54000 2.93302
55000 2.97258
56000 3.01224
57000 3.05145
58000 3.09263
59000 3.13204
60000 3.17124
61000 3.21051
62000 3.25124
63000 3.29031
64000 3.3294
65000 3.37197
66000 4.11326
67000 4.15234
68000 4.19151
69000 4.2309
70000 4.27244
71000 4.31165
72000 4.35079
73000 4.39007
74000 4.43175
75000 4.47117
76000 4.51048
77000 4.55006
78000 4.59142
79000 4.63048
80000 4.66962
81000 4.70887
82000 4.74953
83000 4.78873
84000 4.82782
85000 4.86694
86000 4.90615
87000 4.94691
88000 4.98586
89000 5.02501
90000 5.06404
91000 5.10507
92000 5.14414
93000 5.18338
94000 5.22262
95000 5.26386
96000 5.30303
97000 5.34211
98000 5.38124
99000 5.4227
100000 5.47814
