0 0
1000 0.159079
2000 0.314034
3000 0.467897
4000 0.621086
5000 0.777332
6000 0.933395
7000 1.08622
8000 1.23948
9000 1.39393
10000 1.54677
11000 1.69939
12000 1.85248
13000 2.00691
14000 2.16155
15000 2.31771
16000 2.47165
17000 2.62622
18000 2.77971
19000 2.93306
20000 3.0881
21000 3.24205
22000 3.39589
23000 3.55424
24000 3.70837
25000 3.8624
26000 4.01671
27000 4.17076
28000 4.32392
29000 4.47793
30000 4.63155
31000 4.78848
32000 4.94288
33000 5.10854
34000 5.26227
35000 5.41651
36000 5.58734
37000 5.74189
38000 5.89535
39000 6.04843
40000 6.20529
41000 6.35905
42000 6.51257
43000 6.66898
44000 6.82188
45000 6.97509
46000 7.12947
47000 7.28187
48000 7.43833
49000 7.59125
50000 7.74417
51000 7.89764
52000 8.0519
53000 8.20603
54000 8.36058
55000 8.51765
56000 8.71601
57000 8.87242
58000 9.02709
59000 9.18181
60000 9.3358
61000 9.49018
62000 9.64479
63000 9.7991
64000 9.95638
65000 10.1156
66000 10.27
67000 10.4246
68000 10.579
69000 10.7336
70000 10.8882
71000 11.0437
72000 11.1995
73000 11.354
74000 11.5083
75000 11.6627
76000 11.8172
77000 11.9885
78000 12.1433
79000 12.3114
80000 12.4681
81000 12.625
82000 12.7798
83000 12.9333
84000 13.0882
85000 13.2433
86000 13.3984
87000 13.5535
88000 13.708
89000 13.8656
90000 14.0205
91000 14.1759
92000 14.3315
93000 14.4866
94000 14.6417
95000 14.798
96000 14.9542
97000 15.1095
98000 15.265
99000 15.4266
100000 15.5943
