0 0
1000 0.065047
2000 0.118209
3000 0.182659
4000 0.221618
5000 0.303389
6000 0.340712
7000 0.378066
8000 0.424311
9000 0.564867
10000 0.603706
11000 0.641184
12000 0.683613
13000 0.720942
14000 0.7583
15000 0.795616
16000 0.834717
17000 1.04316
18000 1.08035
19000 1.1181
20000 1.15707
21000 1.19434
22000 1.23151
23000 1.26879
24000 1.30619
25000 1.34495
26000 1.38226
27000 1.41953
28000 1.45669
29000 1.49559
30000 1.53289
31000 1.57016
32000 1.60742
33000 1.98544
34000 2.02298
35000 2.06035
36000 2.09759
37000 2.15278
38000 2.18883
39000 2.22493
40000 2.26092
41000 2.29838
42000 2.3345
43000 2.37058
44000 2.40655
45000 2.44469
46000 2.48084
47000 2.51689
48000 2.55304
49000 2.59104
50000 2.6289
51000 2.6649
52000 2.70092
53000 2.73843
54000 2.77454
55000 2.81068
56000 2.84671
57000 2.88478
58000 2.92097
59000 2.95695
60000 2.99309
61000 3.03105
62000 3.06717
63000 3.11568
64000 3.16947
65000 3.21899
66000 3.98875
67000 4.02963
68000 4.07108
69000 4.10769
70000 4.15343
71000 4.18965
72000 4.22587
73000 4.26238
74000 4.301
75000 4.33705
76000 4.37303
77000 4.4095
78000 4.45307
79000 4.48998
80000 4.52641
81000 4.56333
82000 4.60376
83000 4.64088
84000 4.67842
85000 4.71568
86000 4.75705
87000 4.79387
88000 4.83041
89000 4.86702
90000 4.90595
91000 4.96832
92000 5.0065
93000 5.04262
94000 5.08463
95000 5.1207
96000 5.15699
97000 5.19326
98000 5.24954
99000 5.28685
100000 5.3241
