0 0
1000 0.144734
2000 0.283381
3000 0.421344
4000 0.557468
5000 0.694462
6000 0.83065
7000 0.970197
8000 1.10486
9000 1.26699
10000 1.4075
11000 1.54284
12000 1.67876
13000 1.81624
14000 1.9521
15000 2.08572
16000 2.2208
17000 2.35992
18000 2.49575
19000 2.63142
20000 2.76746
21000 2.90286
22000 3.03648
23000 3.1719
24000 3.30755
25000 3.44754
26000 3.5841
27000 3.71923
28000 3.8547
29000 3.98968
30000 4.12568
31000 4.26692
32000 4.40552
33000 4.54514
34000 4.681
35000 4.81715
36000 4.95448
37000 5.09269
38000 5.22958
39000 5.3658
40000 5.50258
41000 5.64071
42000 5.78361
43000 5.91892
44000 6.08203
45000 6.22272
46000 6.35838
47000 6.49738
48000 6.63305
49000 6.76818
50000 6.90166
51000 7.03682
52000 7.17192
53000 7.30716
54000 7.44244
55000 7.57792
56000 7.71308
57000 7.84729
58000 7.98331
59000 8.11817
60000 8.25366
61000 8.38982
62000 8.54962
63000 8.71842
64000 8.85427
65000 9.01895
66000 9.15604
67000 9.2918
68000 9.43466
69000 9.58712
70000 9.72414
71000 9.85936
72000 10.0085
73000 10.1501
74000 10.2877
75000 10.4362
76000 10.573
77000 10.709
78000 10.8476
79000 10.9822
80000 11.1224
81000 11.2574
82000 11.3929
83000 11.5286
84000 11.6641
85000 11.8
86000 11.9357
87000 12.0721
88000 12.2084
89000 12.3438
90000 12.4784
91000 12.6165
92000 12.753
93000 12.8879
94000 13.0238
95000 13.1604
96000 13.2992
97000 13.4422
98000 13.5814
99000 13.7176
100000 13.8521
