0 0
1000 0.15536
2000 0.301944
3000 0.449101
4000 0.598414
5000 0.744835
6000 0.888576
7000 1.07336
8000 1.2187
9000 1.36475
10000 1.50907
11000 1.65224
12000 1.79572
13000 1.93911
14000 2.08286
15000 2.22473
16000 2.3684
17000 2.51374
18000 2.65883
19000 2.80319
20000 2.94695
21000 3.09091
22000 3.23312
23000 3.37766
24000 3.52156
25000 3.70222
26000 3.8482
27000 3.99808
28000 4.14157
29000 4.30401
30000 4.45498
31000 4.59874
32000 4.75425
33000 4.91738
34000 5.0625
35000 5.21312
36000 5.35514
37000 5.49839
38000 5.64139
39000 5.78444
40000 5.92793
41000 6.07082
42000 6.21404
43000 6.35616
44000 6.49976
45000 6.64723
46000 6.79059
47000 6.9347
48000 7.08637
49000 7.23659
50000 7.3789
51000 7.52269
52000 7.67024
53000 7.81368
54000 7.95792
55000 8.10234
56000 8.24714
57000 8.38909
58000 8.53344
59000 8.67689
60000 8.83525
61000 8.97858
62000 9.13372
63000 9.2742
64000 9.41205
65000 9.57261
66000 9.71266
67000 9.85238
68000 9.99205
69000 10.138
70000 10.2774
71000 10.4167
72000 10.5552
73000 10.6939
74000 10.8327
75000 10.9712
76000 11.1108
77000 11.2508
78000 11.39
79000 11.5277
80000 11.6668
81000 11.8058
82000 11.9454
83000 12.0844
84000 12.2243
85000 12.3634
86000 12.5016
87000 12.6425
88000 12.7817
89000 12.9208
90000 13.0604
91000 13.2047
92000 13.3434
93000 13.4812
94000 13.6201
95000 13.7594
96000 13.8986
97000 14.0376
98000 14.1761
99000 14.3178
100000 14.4557
